Name,License_No,Area,Police_Station,Address,Gun_Type,Weapon_Model,Issue_Date,Expiry_Date,Status,Mobile,Gender,DOB,Remarks
Akhil Chopra,MP-BPL-2021-988765,Arera Colony,Arera Colony Police Station,"H.No. 474, Gandhi Ganj, Arera Colony, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2017-09-05,2027-09-03,Active,9836091498,Male,1982-07-24,
Prakash Sethi,MP-BPL-2020-491835,New Market,New Market Police Station,"H.No. 424/270, Shakti Path, New Market, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2019-04-12,2029-04-09,Active,6380214629,Male,1956-10-04,
Swati Shukla,MP-BPL-2022-798130,Chhola Road,Chhola Road Police Station,"H.No. 985, Shanti Colony, Chhola Road, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2019-01-28,2029-01-25,Active,8238736704,Female,1966-12-14,
Ritu Patel,MP-BPL-2021-996212,Indrapuri,Indrapuri Police Station,"H.No. 295/17, Gandhi Path, Indrapuri, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2021-11-11,2031-11-09,Submitted,8224265379,Female,1973-08-13,Due to election
Dinesh Chauhan,MP-BPL-2018-505903,Habibganj,Habibganj Police Station,"155/821, Vivekananda Path, Habibganj, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2018-05-26,2028-05-23,Active,+916805685667,Male,1962-01-14,
Karima Kumar,MP-BPL-2010-788991,Koh-e-Fiza,Koh-e-Fiza Police Station,"84, Tagore Chowk, Koh-e-Fiza, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2010-04-01,2020-03-29,Submitted,+918039655868,Female,1998-06-09,Due to election
Suresh Shukla,MP-BPL-2018-804393,Raisen Road,Raisen Road Police Station,"907, Patel Zila, Raisen Road, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2016-08-29,2026-08-27,Active,7946213541,Male,1999-07-03,
Mohit Gupta,MP-BPL-2011-857568,Vidya Nagar,Vidya Nagar Police Station,"21, Patel Ganj, Vidya Nagar, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2017-05-04,2027-05-02,Active,+916651623198,Male,2003-10-02,
Shweta Bajaj,MP-BPL-2017-947944,Arera Colony,Arera Colony Police Station,"H.No. 77, Gandhi Ganj, Arera Colony, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2015-05-29,2025-05-26,Expired,+916429483147,Female,1991-08-21,
Ritu Jindal,MP-BPL-2011-212206,TT Nagar,TT Nagar Police Station,"472/880, Shakti Street, TT Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2011-12-10,2021-12-07,Revoked,9240964966,Female,1969-09-20,Due to election
Sumit Mittal,MP-BPL-2010-349461,Shyamla Hills,Shyamla Hills Police Station,"H.No. 325/452, Lakshmi Circle, Shyamla Hills, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2016-10-26,2026-10-24,Active,6552578284,Male,1967-05-13,
Naresh Goel,MP-BPL-2017-259936,MP Nagar,MP Nagar Police Station,"H.No. 488/23, Unnati Nagar, MP Nagar, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-10-07,2027-10-05,Active,7720335051,Male,1987-11-08,
Vinod Mishra,MP-BPL-2013-217928,Vidya Nagar,Vidya Nagar Police Station,"674, Udyan Road, Vidya Nagar, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2013-06-29,2023-06-27,Submitted,7421063781,Male,1992-06-19,Due to order
Chetan Mittal,MP-BPL-2024-101278,Bairagarh,Bairagarh Police Station,"H.No. 565, Durga Marg, Bairagarh, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2019-03-05,2029-03-02,Active,7220414474,Male,1982-06-07,
Varun Shah,MP-BPL-2020-831388,MP Nagar,MP Nagar Police Station,"843, Udyan Street, MP Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2016-08-30,2026-08-28,Active,7896337618,Male,1997-04-13,
Rakesh Yadav,MP-BPL-2020-781676,New Market,New Market Police Station,"445/643, Mukti Chowk, New Market, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2015-11-10,2025-11-07,Active,+916367492617,Male,2001-04-03,
Anita Jindal,MP-BPL-2012-735829,Hoshangabad Road,Hoshangabad Road Police Station,"991/727, Mukti Street, Hoshangabad Road, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2017-02-02,2027-01-31,Active,9465280924,Female,1981-08-09,
Kriti Bhatia,MP-BPL-2015-218020,Ashoka Garden,Ashoka Garden Police Station,"369/478, Subhash Zila, Ashoka Garden, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2015-12-08,2025-12-05,Active,6154773494,Female,1998-09-02,
Ankit Maheshwari,MP-BPL-2021-139609,Arera Colony,Arera Colony Police Station,"H.No. 118/140, Shanti Path, Arera Colony, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2021-12-10,2031-12-08,Submitted,+919711837274,Male,1963-12-22,Due to order
Reema Mehra,MP-BPL-2022-861255,Patel Nagar,Patel Nagar Police Station,"H.No. 586/683, Mukti Road, Patel Nagar, Bhopal, Madhya Pradesh",Air Gun,.32 Bore Pistol,2017-05-03,2027-05-01,Active,7036258631,Female,1978-01-16,
Kapil Yadav,MP-BPL-2022-169162,Saket Nagar,Saket Nagar Police Station,"H.No. 11, Subhash Street, Saket Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2020-03-16,2030-03-14,Active,6053021516,Male,1997-10-04,
Pramod Tiwari,MP-BPL-2012-203919,BHEL,BHEL Police Station,"782, Vivekananda Marg, BHEL, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2012-04-08,2022-04-06,Submitted,7801387592,Male,1967-03-24,Due to election
Ankit Khanna,MP-BPL-2018-852326,Saket Nagar,Saket Nagar Police Station,"500/911, Vikas Chowk, Saket Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2018-06-21,2028-06-18,Active,+916894406545,Male,2001-09-11,
Arjun Kapoor,MP-BPL-2024-902865,Hoshangabad Road,Hoshangabad Road Police Station,"398, Shakti Road, Hoshangabad Road, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2021-01-16,2031-01-14,Active,6822923246,Male,1963-07-15,
Avinash Khanna,MP-BPL-2024-751966,Arera Colony,Arera Colony Police Station,"904/697, Safalta Street, Arera Colony, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2017-05-28,2027-05-26,Active,7460666437,Male,2001-09-20,
Rakesh Shukla,MP-BPL-2013-277795,Ashoka Garden,Ashoka Garden Police Station,"230, Durga Chowk, Ashoka Garden, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2013-11-10,2023-11-08,Expired,8151092268,Male,1957-07-09,Due to election
Rahul Dubey,MP-BPL-2015-520821,Ashoka Garden,Ashoka Garden Police Station,"250/897, Tilak Path, Ashoka Garden, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2016-07-29,2026-07-27,Active,6923785847,Male,1993-07-27,
Arun Kapoor,MP-BPL-2010-160114,Saket Nagar,Saket Nagar Police Station,"342/805, Prakash Circle, Saket Nagar, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2016-09-29,2026-09-27,Active,7567262084,Male,1968-11-16,
Vipul Shah,MP-BPL-2023-429950,Piplani,Piplani Police Station,"636, Patel Street, Piplani, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2019-04-16,2029-04-13,Active,9726418793,Male,1971-01-24,
Rakesh Joshi,MP-BPL-2017-341967,Piplani,Piplani Police Station,"170/141, Safalta Circle, Piplani, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2018-02-20,2028-02-18,Active,+919865039475,Male,1956-07-06,
Neeti Chauhan,MP-BPL-2020-284156,Vidya Nagar,Vidya Nagar Police Station,"H.No. 13/177, Pragati Road, Vidya Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2013-01-18,2023-01-16,Expired,+919475396597,Female,1965-02-10,Due to election
Kirti Patel,MP-BPL-2010-918543,Ashoka Garden,Ashoka Garden Police Station,"679/279, Mukti Road, Ashoka Garden, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-08-19,2027-08-17,Active,9590705549,Male,1978-01-02,
Naresh Desai,MP-BPL-2017-880247,Vidya Nagar,Vidya Nagar Police Station,"471, Aman Street, Vidya Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2014-07-27,2024-07-24,Expired,8141864823,Male,1989-12-17,Due to order
Mahesh Rathore,MP-BPL-2019-191305,Vidya Nagar,Vidya Nagar Police Station,"911, Azad Nagar, Vidya Nagar, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2015-10-18,2025-10-15,Active,8353344857,Male,1967-03-09,
Vinod Goyal,MP-BPL-2017-578181,Habibganj,Habibganj Police Station,"652, Prakash Circle, Habibganj, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2021-01-08,2031-01-06,Active,8762539501,Male,1958-07-19,
Sahil Arora,MP-BPL-2024-568791,Piplani,Piplani Police Station,"H.No. 742/127, Prakash Zila, Piplani, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2017-10-16,2027-10-14,Active,8732365337,Male,1963-01-18,
Vipul Mehta,MP-BPL-2025-701744,BHEL,BHEL Police Station,"H.No. 407/146, Safalta Path, BHEL, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2025-07-20,2035-07-18,Submitted,6742153193,Male,1952-12-24,Due to order
Mohit Bajaj,MP-BPL-2013-257517,Indrapuri,Indrapuri Police Station,"704, Durga Path, Indrapuri, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2014-10-29,2024-10-26,Expired,9541022526,Male,1998-06-15,Due to election
Amit Bhatia,MP-BPL-2014-155926,Kolar Road,Kolar Road Police Station,"294, Tilak Ganj, Kolar Road, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2014-10-17,2024-10-14,Submitted,9334324474,Male,1971-03-06,Due to festival
Vinod Khanna,MP-BPL-2012-325796,Saket Nagar,Saket Nagar Police Station,"567/886, Vikas Colony, Saket Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2018-04-09,2028-04-06,Active,9792560413,Male,1953-11-28,
Ratan Malhotra,MP-BPL-2018-165914,Bawadiya Kalan,Bawadiya Kalan Police Station,"H.No. 240, Vivekananda Street, Bawadiya Kalan, Bhopal, Madhya Pradesh",Air Gun,.38 Revolver,2018-09-23,2028-09-20,Submitted,9770051844,Male,1996-02-05,Due to election
Karima Goel,MP-BPL-2012-756401,Habibganj,Habibganj Police Station,"570, Prakash Path, Habibganj, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2014-07-08,2024-07-05,Expired,+918662462873,Female,1997-08-29,Due to festival
Kapil Agarwal,MP-BPL-2023-398824,Bawadiya Kalan,Bawadiya Kalan Police Station,"H.No. 435/593, Prakash Zila, Bawadiya Kalan, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2017-10-17,2027-10-15,Active,+919246105110,Male,1990-10-08,
Rakesh Bansal,MP-BPL-2021-517143,Shahpura,Shahpura Police Station,"H.No. 155/119, Vivekananda Road, Shahpura, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2020-07-12,2030-07-10,Active,9672019111,Male,1953-06-19,
Ankit Desai,MP-BPL-2022-407301,Chhola Road,Chhola Road Police Station,"337, Prakash Path, Chhola Road, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-06-07,2027-06-05,Active,+916376515881,Male,1961-12-26,
Rajesh Yadav,MP-BPL-2024-511025,Piplani,Piplani Police Station,"721/958, Prakash Colony, Piplani, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2021-01-04,2031-01-02,Active,+917241976878,Male,2000-01-15,
Sunil Bansal,MP-BPL-2014-265146,Kolar Road,Kolar Road Police Station,"H.No. 16/574, Azad Nagar, Kolar Road, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2018-09-17,2028-09-14,Active,8854249321,Male,1960-05-03,
Sita Bhatia,MP-BPL-2018-607753,Indrapuri,Indrapuri Police Station,"370, Saraswati Marg, Indrapuri, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2018-12-31,2028-12-28,Active,+917712406596,Female,1964-12-05,
Pavan Khandelwal,MP-BPL-2015-960270,Jahangirabad,Jahangirabad Police Station,"804/8, Prakash Circle, Jahangirabad, Bhopal, Madhya Pradesh",Air Gun,.22 Rifle,2017-04-04,2027-04-02,Active,8446306000,Male,1991-11-23,
Radha Maheshwari,MP-BPL-2014-151001,Ayodhya Nagar,Ayodhya Nagar Police Station,"877/217, Azad Colony, Ayodhya Nagar, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2014-12-13,2024-12-10,Submitted,8285898681,Female,1949-12-14,Due to election
Kapil Sharma,MP-BPL-2024-575904,New Market,New Market Police Station,"H.No. 290/127, Nehru Colony, New Market, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2024-09-07,2034-09-05,Submitted,6650042548,Male,1972-03-10,Due to election
Pramod Bhatia,MP-BPL-2024-900429,Koh-e-Fiza,Koh-e-Fiza Police Station,"935, Azad Circle, Koh-e-Fiza, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2020-11-16,2030-11-14,Active,7858653927,Male,1999-05-22,
Kirti Agarwal,MP-BPL-2023-492415,Koh-e-Fiza,Koh-e-Fiza Police Station,"221/448, Lakshmi Zila, Koh-e-Fiza, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-03-21,2027-03-19,Active,+916962440630,Male,1967-05-12,
Lalit Khanna,MP-BPL-2025-586903,Shyamla Hills,Shyamla Hills Police Station,"949, Aman Marg, Shyamla Hills, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2017-12-25,2027-12-23,Active,+919695413297,Male,1961-02-12,
Sneha Sethi,MP-BPL-2023-399279,Vidya Nagar,Vidya Nagar Police Station,"930/668, Safalta Nagar, Vidya Nagar, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2019-10-23,2029-10-20,Active,6262067240,Female,2002-11-06,
Neeti Kapoor,MP-BPL-2020-666579,Saket Nagar,Saket Nagar Police Station,"H.No. 448, Nehru Marg, Saket Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2016-04-29,2026-04-27,Active,7986546220,Female,1951-05-31,
Pramod Shah,MP-BPL-2011-635858,Karond,Karond Police Station,"400, Udyan Path, Karond, Bhopal, Madhya Pradesh",Air Gun,.22 Rifle,2018-03-26,2028-03-23,Active,8537793854,Male,1980-09-02,
Lekha Mehta,MP-BPL-2021-482923,Shyamla Hills,Shyamla Hills Police Station,"29/688, Aman Nagar, Shyamla Hills, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2016-04-02,2026-03-31,Active,7370851191,Female,1953-03-07,
Pramod Singhal,MP-BPL-2018-485712,TT Nagar,TT Nagar Police Station,"H.No. 351, Unnati Ganj, TT Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2019-03-13,2029-03-10,Active,+919291714854,Male,1975-08-26,
Deepak Dubey,MP-BPL-2015-519225,Saket Nagar,Saket Nagar Police Station,"H.No. 865, Unnati Chowk, Saket Nagar, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2020-05-26,2030-05-24,Active,+918922170486,Male,1972-08-02,
Vinod Arora,MP-BPL-2018-786393,Shahpura,Shahpura Police Station,"974, Nehru Path, Shahpura, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-07-12,2027-07-10,Active,9571130554,Male,1958-12-28,
Manoj Kapoor,MP-BPL-2020-622622,Jahangirabad,Jahangirabad Police Station,"359, Nehru Zila, Jahangirabad, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2020-04-09,2030-04-07,Submitted,8220262693,Male,1995-03-04,Due to order
Chetan Verma,MP-BPL-2018-785378,Shahpura,Shahpura Police Station,"H.No. 484, Unnati Street, Shahpura, Bhopal, Madhya Pradesh",Air Gun,.22 Rifle,2016-04-20,2026-04-18,Active,7651034444,Male,1985-07-26,
Kirti Goel,MP-BPL-2019-583819,Arera Colony,Arera Colony Police Station,"114/858, Shanti Colony, Arera Colony, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2018-04-05,2028-04-02,Active,+916006876164,Male,1983-04-08,
Pramod Bansal,MP-BPL-2013-373806,BHEL,BHEL Police Station,"588, Mukti Chowk, BHEL, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2020-06-18,2030-06-16,Active,6130186432,Male,1999-03-16,
Seema Sharma,MP-BPL-2018-686319,MP Nagar,MP Nagar Police Station,"696/537, Pragati Ganj, MP Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2020-08-05,2030-08-03,Active,+917945037548,Female,1985-03-02,
Mallika Agarwal,MP-BPL-2014-119011,Karond,Karond Police Station,"268, Tagore Ganj, Karond, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2015-11-06,2025-11-03,Active,6561931837,Female,1982-11-27,
Deepak Chauhan,MP-BPL-2011-533864,Bawadiya Kalan,Bawadiya Kalan Police Station,"802/231, Vivekananda Zila, Bawadiya Kalan, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2019-07-17,2029-07-14,Active,9077312315,Male,1982-02-11,
Aarti Thakur,MP-BPL-2024-137754,Bairagarh,Bairagarh Police Station,"H.No. 597, Prakash Street, Bairagarh, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2018-12-06,2028-12-03,Active,8826328094,Female,1962-07-06,
Kavita Goel,MP-BPL-2025-626597,TT Nagar,TT Nagar Police Station,"344/708, Shanti Road, TT Nagar, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2019-06-15,2029-06-12,Active,8224114206,Female,1990-07-31,
Tarun Singh,MP-BPL-2019-188947,Berasia,Berasia Police Station,"217, Udyan Chowk, Berasia, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2016-12-14,2026-12-12,Active,+917488899572,Male,1970-01-04,
Avinash Patel,MP-BPL-2012-125712,Koh-e-Fiza,Koh-e-Fiza Police Station,"512, Shanti Path, Koh-e-Fiza, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2012-06-11,2022-06-09,Submitted,8906278790,Male,2000-08-12,Due to festival
Kirti Desai,MP-BPL-2019-385526,Katara Hills,Katara Hills Police Station,"812, Vikas Chowk, Katara Hills, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2019-07-28,2029-07-25,Submitted,9235960530,Male,1971-06-08,Due to election
Neha Sharma,MP-BPL-2010-326936,Piplani,Piplani Police Station,"882, Kranti Road, Piplani, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2018-03-27,2028-03-24,Active,9927789431,Female,2002-02-20,
Arun Chauhan,MP-BPL-2021-590107,Patel Nagar,Patel Nagar Police Station,"H.No. 26/765, Vivekananda Chowk, Patel Nagar, Bhopal, Madhya Pradesh",Air Gun,.38 Revolver,2021-11-21,2031-11-19,Submitted,+917449975858,Male,1956-03-16,Due to festival
Arjun Chopra,MP-BPL-2017-891358,Govindpura,Govindpura Police Station,"545/771, Saraswati Path, Govindpura, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-09-04,2027-09-02,Submitted,+916317543802,Male,1980-09-05,Due to festival
Dinesh Mehta,MP-BPL-2017-188963,Karond,Karond Police Station,"796, Unnati Zila, Karond, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2017-03-23,2027-03-21,Active,9475489547,Male,1999-01-30,
Kirti Mittal,MP-BPL-2020-516036,Govindpura,Govindpura Police Station,"586, Prakash Colony, Govindpura, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2020-07-17,2030-07-15,Active,9737948714,Male,1965-09-28,
Vinod Thakur,MP-BPL-2018-978523,Katara Hills,Katara Hills Police Station,"H.No. 87/412, Shakti Ganj, Katara Hills, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2018-02-19,2028-02-17,Active,9776576664,Male,1971-02-06,
Chetan Chopra,MP-BPL-2013-969903,Raisen Road,Raisen Road Police Station,"448/165, Kranti Nagar, Raisen Road, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2018-01-29,2028-01-27,Active,7651295551,Male,1969-08-22,
Kapil Goyal,MP-BPL-2010-937185,Shahpura,Shahpura Police Station,"219/988, Tagore Marg, Shahpura, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2010-03-25,2020-03-22,Submitted,9906968574,Male,1964-06-14,Due to order
Varun Mittal,MP-BPL-2022-893701,Kolar Road,Kolar Road Police Station,"308, Aman Chowk, Kolar Road, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2018-12-21,2028-12-18,Active,8201223414,Male,1969-05-10,
Ratan Yadav,MP-BPL-2017-336186,Govindpura,Govindpura Police Station,"442, Saraswati Zila, Govindpura, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2017-01-11,2027-01-09,Submitted,+916389608706,Male,1997-07-10,Due to election
Suresh Chauhan,MP-BPL-2010-998450,TT Nagar,TT Nagar Police Station,"636, Mukti Nagar, TT Nagar, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2018-09-09,2028-09-06,Active,9387829456,Male,1969-09-11,
Varun Rathore,MP-BPL-2015-213259,Indrapuri,Indrapuri Police Station,"347, Durga Zila, Indrapuri, Bhopal, Madhya Pradesh",Air Gun,.32 Bore Pistol,2015-10-27,2025-10-24,Revoked,9279602425,Male,1988-07-26,Due to election
Karima Thakur,MP-BPL-2020-524814,Kolar Road,Kolar Road Police Station,"218/565, Lakshmi Street, Kolar Road, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2020-10-05,2030-10-03,Submitted,9256394278,Female,1996-11-04,Due to election
Akhil Goyal,MP-BPL-2010-831380,Vidya Nagar,Vidya Nagar Police Station,"H.No. 393, Udyan Path, Vidya Nagar, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2019-11-05,2029-11-02,Active,+919662702895,Male,1979-03-03,
Mohit Khandelwal,MP-BPL-2023-361236,Ayodhya Nagar,Ayodhya Nagar Police Station,"H.No. 633/469, Vikas Chowk, Ayodhya Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2019-08-02,2029-07-30,Active,+916603248413,Male,1999-05-06,
Arun Bajaj,MP-BPL-2012-529728,Indrapuri,Indrapuri Police Station,"H.No. 705/724, Gandhi Zila, Indrapuri, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2014-08-11,2024-08-08,Expired,7285386310,Male,1995-08-06,Due to order
Sita Tiwari,MP-BPL-2017-656754,Hoshangabad Road,Hoshangabad Road Police Station,"511, Durga Path, Hoshangabad Road, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2017-07-28,2027-07-26,Submitted,6452128991,Female,1960-08-05,Due to election
Anita Bhatia,MP-BPL-2023-488802,Habibganj,Habibganj Police Station,"H.No. 342/850, Mukti Path, Habibganj, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2023-06-11,2033-06-08,Submitted,8696606065,Female,1959-12-30,Due to election
Ajit Shukla,MP-BPL-2024-397167,Shahpura,Shahpura Police Station,"785, Subhash Chowk, Shahpura, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2016-09-27,2026-09-25,Active,9101759001,Male,1955-08-05,
Pramod Chauhan,MP-BPL-2015-837293,Koh-e-Fiza,Koh-e-Fiza Police Station,"95/339, Udyan Path, Koh-e-Fiza, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2013-10-02,2023-09-30,Expired,+917394026908,Male,1989-03-03,Due to festival
Mitu Singh,MP-BPL-2024-859490,Patel Nagar,Patel Nagar Police Station,"745/13, Pragati Zila, Patel Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-10-27,2027-10-25,Active,6100231429,Female,2002-01-25,
Suresh Kapoor,MP-BPL-2018-161437,Vidya Nagar,Vidya Nagar Police Station,"484/786, Safalta Marg, Vidya Nagar, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2015-04-22,2025-04-19,Expired,7348039652,Male,1968-05-25,Due to election
Naresh Mishra,MP-BPL-2015-867305,Karond,Karond Police Station,"614/248, Shakti Chowk, Karond, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2018-02-03,2028-02-01,Active,+919014448564,Male,1971-08-20,
Rajesh Khanna,MP-BPL-2020-975365,Saket Nagar,Saket Nagar Police Station,"350, Tagore Circle, Saket Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-10-03,2027-10-01,Active,+919532863266,Male,1974-03-30,
Kapil Mishra,MP-BPL-2012-327114,Hoshangabad Road,Hoshangabad Road Police Station,"483/175, Saraswati Chowk, Hoshangabad Road, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2016-06-20,2026-06-18,Active,7984257991,Male,1969-10-11,
Rakesh Patel,MP-BPL-2014-301934,TT Nagar,TT Nagar Police Station,"H.No. 550, Bhakti Street, TT Nagar, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2019-04-29,2029-04-26,Active,+916757898497,Male,1959-01-24,
Pavan Kumar,MP-BPL-2016-728918,Piplani,Piplani Police Station,"426, Patel Road, Piplani, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2014-09-16,2024-09-13,Expired,9342022234,Male,1961-06-06,Due to order
Ratan Kapoor,MP-BPL-2013-209619,Bagsewaniya,Bagsewaniya Police Station,"7, Shanti Circle, Bagsewaniya, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2020-12-29,2030-12-27,Active,8185201362,Male,1991-10-27,
Sneha Mehta,MP-BPL-2021-233470,Roshanpura,Roshanpura Police Station,"H.No. 681/694, Mukti Colony, Roshanpura, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2018-11-10,2028-11-07,Active,8680443699,Female,2003-09-25,
Chetan Mehra,MP-BPL-2013-805898,TT Nagar,TT Nagar Police Station,"832, Shanti Marg, TT Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2014-05-22,2024-05-19,Expired,9654198281,Male,1974-06-06,Due to election
Shweta Tiwari,MP-BPL-2025-232321,Bagsewaniya,Bagsewaniya Police Station,"H.No. 649/730, Shanti Road, Bagsewaniya, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2018-08-23,2028-08-20,Active,8789611836,Female,1979-10-11,
Prakash Chauhan,MP-BPL-2019-379825,Bagsewaniya,Bagsewaniya Police Station,"628, Saraswati Ganj, Bagsewaniya, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2015-10-25,2025-10-22,Active,8172897526,Male,1966-08-29,
Varun Gupta,MP-BPL-2017-515018,Chhola Road,Chhola Road Police Station,"340/51, Mukti Circle, Chhola Road, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2013-01-26,2023-01-24,Expired,8054447132,Male,1986-03-26,Due to festival
Pooja Sharma,MP-BPL-2011-336170,Chunabhatti,Chunabhatti Police Station,"155, Saraswati Street, Chunabhatti, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2019-12-22,2029-12-19,Active,8873959232,Female,1976-09-01,
Ashok Goel,MP-BPL-2018-635596,Habibganj,Habibganj Police Station,"163, Lakshmi Chowk, Habibganj, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2018-04-27,2028-04-24,Active,9660828874,Male,1979-01-21,
Gita Shah,MP-BPL-2012-219618,MP Nagar,MP Nagar Police Station,"592, Kranti Circle, MP Nagar, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2017-03-18,2027-03-16,Active,8900992177,Female,1960-07-07,
